10531	32
10532	11
10533	38
10534	27
10535	32
10536	29
10537	31
10538	46
10539	28
1054	39
10540	31
10541	25
10542	21
10543	20
10544	31
10545	28
10546	27
10547	23
10548	36
10549	33
1055	32
10550	45
10551	24
10552	28
10553	39
10554	18
10555	29
10556	26
10557	31
10558	33
10559	21
1056	21
10560	17
10561	35
10562	44
10563	46
10564	28
10565	45
10566	24
10567	23
10568	26
10569	26
1057	25
10570	41
10571	27
10572	24
10573	15
10574	47
10575	24
10576	29
10577	28
10578	30
10579	38
1058	51
10580	27
10581	39
10582	35
10583	27
10584	32
10585	20
10586	24
10587	38
10588	28
10589	42
1059	43
10590	23
10591	26
10592	27
10593	39
10594	30
10595	23
10596	30
10597	48
10598	42
10599	40
106	19
1060	15
10600	33
10601	43
10602	33
10603	31
10604	34
10605	23
10606	23
10607	31
10608	38
10609	31
1061	32
10610	19
10611	14
10612	22
10613	34
10614	25
10615	38
10616	34
10617	16
10618	18
10619	20
1062	32
10620	24
10621	44
10622	40
10623	25
10624	25
10625	16
10626	28
10627	33
10628	28
10629	38
1063	29
10630	32
10631	23
10632	41
10633	32
10634	39
10635	29
10636	28
10637	22
10638	25
10639	23
1064	22
10640	23
10641	28
10642	30
10643	38
10644	42
10645	42
10646	20
10647	23
10648	32
10649	35
1065	36
10650	24
10651	33
10652	21
10653	30
10654	41
10655	34
10656	24
10657	27
10658	26
10659	39
1066	19
10660	17
10661	47
10662	36
10663	25
10664	21
10665	34
10666	40
10667	31
10668	25
10669	18
1067	32
10670	50
10671	16
10672	28
10673	27
10674	32
10675	17
10676	32
10677	23
10678	23
10679	24
1068	32
10680	30
10681	28
10682	33
10683	53
10684	43
10685	29
10686	43
10687	30
10688	27
10689	33
1069	23
10690	28
10691	22
10692	32
10693	48
10694	39
10695	18
10696	34
10697	52
10698	37
10699	34
107	35
1070	33
10700	40
10701	25
10702	26
10703	26
10704	38
10705	39
10706	18
10707	45
10708	26
10709	13
1071	34
10710	16
10711	28
10712	11
10713	32
10714	24
10715	38
10716	28
10717	35
10718	22
10719	27
1072	19
10720	31
10721	51
10722	26
10723	31
10724	32
10725	40
10726	20
10727	17
10728	20
10729	25
1073	37
10730	27
10731	29
10732	26
10733	27
10734	34
10735	35
10736	37
10737	9
10738	28
10739	17
1074	38
10740	34
10741	16
10742	28
10743	15
10744	34
10745	17
10746	27
10747	45
10748	34
10749	22
1075	26
10750	33
10751	20
10752	43
10753	39
10754	44
10755	20
10756	32
10757	41
10758	41
10759	21
1076	39
10760	29
10761	27
10762	24
10763	40
10764	51
10765	14
10766	53
10767	26
10768	17
10769	27
1077	17
10770	41
10771	19
10772	43
10773	25
10774	17
10775	23
10776	35
10777	27
10778	31
10779	48
1078	33
10780	36
10781	34
10782	35
10783	23
10784	44
10785	44
10786	31
10787	38
10788	19
10789	30
1079	21
10790	23
10791	41
10792	42
10793	30
10794	26
10795	24
10796	38
10797	31
10798	46
10799	15
108	32
1080	32
10800	20
10801	24
10802	28
10803	29
10804	35
10805	20
10806	41
10807	32
10808	45
10809	38
1081	23
10810	35
10811	35
10812	28
10813	28
10814	41
10815	37
10816	38
10817	30
10818	20
10819	15
1082	23
10820	38
10821	43
10822	42
10823	34
10824	50
10825	12
10826	24
10827	40
10828	33
10829	33
1083	41
10830	34
10831	32
10832	38
10833	23
10834	31
10835	33
10836	41
10837	19
10838	43
10839	27
1084	23
10840	20
10841	25
10842	33
10843	30
10844	28
10845	37
10846	28
10847	13
10848	25
10849	28
1085	24
10850	39
10851	29
10852	42
10853	36
10854	27
10855	29
10856	23
10857	33
10858	42
10859	35
1086	42
10860	21
10861	18
10862	35
10863	31
10864	21
10865	32
10866	13
10867	48
10868	23
10869	38
1087	20
10870	39
10871	34
10872	19
10873	37
10874	21
10875	35
10876	33
10877	23
10878	27
10879	19
1088	36
10880	29
10881	34
10882	44
10883	29
10884	35
10885	23
10886	37
10887	24
10888	11
10889	19
1089	31
10890	24
10891	29
10892	37
10893	35
10894	24
10895	12
10896	25
10897	23
10898	34
10899	39
109	21
1090	29
10900	41
10901	33
10902	35
10903	19
10904	27
10905	58
10906	44
10907	36
10908	35
10909	52
1091	36
10910	18
10911	28
10912	35
10913	37
10914	35
10915	31
10916	22
10917	33
10918	33
10919	34
1092	18
10920	32
10921	34
10922	29
10923	52
10924	33
10925	30
10926	30
10927	41
10928	23
10929	35
1093	27
10930	21
10931	35
10932	34
10933	19
10934	37
10935	55
10936	27
10937	18
10938	44
10939	36
1094	21
10940	29
10941	28
10942	37
10943	15
10944	44
10945	30
10946	38
10947	21
10948	17
10949	24
1095	41
10950	32
10951	37
10952	15
10953	12
10954	21
10955	34
10956	35
10957	30
10958	34
10959	29
1096	30
10960	20
10961	31
10962	35
10963	38
10964	36
10965	39
10966	21
10967	13
10968	38
10969	38
1097	47
10970	11
10971	23
10972	42
10973	32
10974	22
10975	31
10976	43
10977	30
10978	62
10979	36
1098	26
10980	29
10981	25
10982	38
10983	23
10984	24
10985	31
10986	20
10987	28
10988	20
10989	21
1099	45
10990	15
10991	44
10992	32
10993	31
10994	23
10995	32
10996	20
10997	21
10998	21
10999	36
11	40
110	16
1100	32
11000	33
11001	36
11002	46
11003	38
11004	13
11005	20
11006	30
11007	36
11008	22
11009	32
1101	22
11010	29
11011	40
11012	27
11013	38
11014	41
11015	33
11016	46
11017	31
11018	29
11019	46
1102	34
11020	28
11021	37
11022	28
11023	29
11024	11
11025	19
11026	16
11027	13
11028	30
11029	30
1103	48
11030	27
11031	26
11032	33
11033	35
11034	29
11035	26
11036	29
11037	33
11038	24
11039	31
1104	23
11040	33
11041	17
11042	34
11043	29
11044	45
11045	39
11046	39
11047	38
11048	26
11049	26
1105	40
11050	31
11051	18
11052	29
11053	34
11054	20
11055	27
11056	23
11057	34
11058	23
11059	32
1106	28
11060	18
11061	28
11062	42
11063	32
11064	28
11065	26
11066	24
11067	46
11068	32
11069	29
1107	17
11070	20
11071	36
11072	30
11073	31
11074	37
11075	21
11076	43
11077	25
11078	28
11079	33
1108	28
11080	42
11081	35
11082	36
11083	25
11084	40
11085	33
11086	27
11087	22
11088	21
11089	45
1109	22
11090	11
11091	27
11092	18
11093	50
11094	20
11095	21
11096	29
11097	34
11098	37
11099	35
111	9
1110	23
11100	49
11101	31
11102	33
11103	14
11104	26
11105	26
11106	51
11107	20
11108	15
11109	26
1111	39
11110	20
11111	36
11112	47
11113	27
11114	33
11115	20
11116	31
11117	24
11118	24
11119	34
1112	35
11120	46
11121	14
11122	61
11123	23
11124	45
11125	35
11126	45
11127	23
11128	16
11129	42
1113	43
11130	26
11131	24
11132	25
11133	15
11134	29
11135	25
11136	29
11137	19
11138	42
11139	32
1114	28
11140	39
11141	47
11142	35
11143	31
11144	33
11145	30
11146	52
11147	36
11148	35
11149	29
1115	30
11150	40
11151	27
11152	23
11153	26
11154	13
11155	58
11156	46
11157	34
11158	23
11159	29
1116	20
11160	43
11161	43
11162	24
11163	29
11164	24
11165	41
11166	32
11167	7
11168	25
11169	20
1117	50
11170	32
11171	33
11172	22
11173	20
11174	32
11175	25
11176	27
11177	15
11178	34
11179	23
1118	31
11180	38
11181	20
11182	47
11183	32
11184	27
11185	32
11186	31
11187	33
11188	31
11189	13
1119	32
11190	30
11191	32
11192	31
11193	41
11194	28
11195	34
11196	29
11197	31
11198	21
11199	24
112	67
1120	37
11200	32
11201	35
11202	51
11203	21
11204	20
11205	12
11206	38
11207	24
11208	33
11209	32
1121	29
11210	28
11211	23
11212	39
11213	45
11214	31
11215	32
11216	28
11217	41
11218	48
11219	29
1122	28
11220	43
11221	40
11222	34
11223	38
11224	29
11225	22
11226	23
11227	35
11228	24
11229	15
1123	41
11230	17
11231	13
11232	38
11233	19
11234	30
11235	26
11236	45
11237	33
11238	21
11239	35
1124	27
11240	33
11241	46
11242	35
11243	26
11244	21
11245	30
11246	40
11247	38
11248	37
11249	27
1125	31
11250	56
11251	18
11252	28
11253	34
11254	33
11255	27
11256	38
11257	37
11258	27
11259	22
1126	40
11260	25
11261	32
11262	31
11263	30
11264	36
11265	45
11266	36
11267	35
11268	47
11269	33
1127	23
11270	22
11271	29
11272	39
11273	33
11274	36
11275	14
11276	32
11277	20
11278	36
11279	33
1128	25
11280	18
11281	20
11282	10
11283	31
11284	26
11285	32
11286	34
11287	22
11288	22
11289	31
1129	19
11290	36
11291	24
11292	28
11293	27
11294	26
11295	29
11296	32
11297	26
11298	35
11299	28
113	38
1130	16
11300	26
11301	22
11302	43
11303	19
11304	21
11305	14
11306	35
11307	42
11308	20
11309	33
1131	54
11310	35
11311	35
11312	40
11313	32
11314	29
11315	30
11316	21
11317	29
11318	38
11319	15
1132	35
11320	33
11321	30
11322	28
11323	29
11324	47
11325	15
11326	33
11327	26
11328	40
11329	38
1133	26
11330	36
11331	32
11332	38
11333	54
11334	45
11335	38
11336	24
11337	28
11338	18
11339	22
1134	16
11340	47
11341	29
11342	29
11343	21
11344	15
11345	16
11346	28
11347	32
11348	49
11349	38
1135	49
11350	34
11351	34
11352	6
11353	32
11354	17
11355	25
11356	36
11357	46
11358	26
11359	25
1136	41
11360	32
11361	43
11362	23
11363	45
11364	29
11365	50
11366	58
11367	19
11368	24
11369	36
1137	26
11370	29
11371	38
11372	32
11373	33
11374	28
11375	33
11376	42
11377	39
11378	26
11379	51
1138	31
11380	30
11381	37
11382	40
11383	32
11384	31
11385	28
11386	34
11387	30
11388	21
11389	28
1139	25
11390	46
11391	25
11392	41
11393	24
11394	31
11395	28
11396	38
11397	49
11398	19
11399	38
114	37
1140	32
11400	40
11401	20
11402	24
11403	32
11404	34
11405	18
11406	33
11407	27
11408	21
11409	41
1141	15
11410	28
11411	54
11412	28
11413	37
11414	43
11415	31
11416	28
11417	36
11418	41
11419	47
1142	43
11420	16
11421	24
11422	41
11423	45
11424	29
11425	40
11426	33
11427	21
11428	35
11429	42
1143	31
11430	41
11431	22
11432	43
11433	20
11434	21
11435	32
11436	28
11437	43
11438	41
11439	43
1144	22
11440	21
11441	17
11442	34
11443	32
11444	47
11445	19
11446	38
11447	31
11448	27
11449	36
1145	40
11450	47
11451	24
11452	19
11453	30
11454	34
11455	19
11456	27
11457	12
11458	39
11459	29
1146	34
11460	31
11461	53
11462	20
11463	24
11464	37
11465	48
11466	38
11467	44
11468	33
11469	37
1147	20
11470	39
11471	24
11472	17
11473	29
11474	20
11475	49
11476	32
11477	37
11478	26
11479	18
1148	33
11480	28
11481	16
11482	28
11483	36
11484	21
11485	46
11486	34
11487	20
11488	43
11489	20
1149	29
11490	26
11491	45
11492	35
11493	30
11494	23
11495	35
11496	22
11497	37
11498	41
11499	31
115	43
1150	49
11500	37
11501	34
11502	22
11503	29
11504	50
11505	20
11506	35
11507	22
11508	32
11509	41
1151	31
11510	32
11511	19
11512	15
11513	16
11514	31
11515	43
11516	39
11517	22
11518	37
11519	22
1152	25
11520	42
11521	36
11522	26
11523	33
11524	44
11525	35
11526	30
11527	21
11528	34
11529	27
1153	29
11530	31
11531	30
11532	30
11533	19
11534	32
11535	29
11536	36
11537	30
11538	30
11539	33
1154	42
11540	18
11541	15
11542	26
11543	20
11544	30
11545	18
11546	44
11547	31
11548	53
11549	38
1155	23
11550	38
11551	28
11552	23
11553	52
11554	27
11555	24
11556	36
11557	36
11558	48
11559	23
1156	27
11560	37
11561	26
11562	42
11563	33
11564	33
11565	27
11566	26
11567	17
11568	20
11569	31
1157	15
11570	26
11571	29
11572	22
11573	30
11574	21
11575	29
11576	33
11577	43
11578	41
11579	14
1158	42
11580	57
11581	21
11582	31
11583	16
11584	17
11585	28
11586	31
11587	21
11588	29
11589	37
1159	30
11590	18
11591	21
11592	22
11593	34
11594	30
11595	34
11596	27
11597	34
11598	29
11599	34
116	33
1160	29
11600	31
11601	38
11602	22
11603	25
11604	9
11605	42
11606	13
11607	28
11608	18
11609	15
1161	22
11610	25
11611	36
11612	14
11613	25
11614	29
11615	21
11616	16
11617	63
11618	27
11619	20
1162	44
11620	27
11621	11
11622	23
11623	30
11624	24
11625	24
11626	28
11627	20
11628	19
11629	26
1163	36
11630	24
11631	19
11632	36
11633	19
11634	51
11635	37
11636	48
11637	18
11638	51
11639	44
1164	36
11640	30
11641	22
11642	22
11643	39
11644	27
11645	33
11646	34
11647	32
11648	26
11649	10
1165	23
11650	23
11651	25
11652	11
11653	59
11654	50
11655	21
11656	22
11657	29
11658	48
11659	29
1166	33
11660	25
11661	19
11662	43
11663	35
11664	29
11665	37
11666	26
11667	29
11668	39
11669	26
1167	22
11670	33
11671	38
11672	29
11673	42
11674	17
11675	41
11676	30
11677	20
11678	24
11679	20
1168	32
11680	31
11681	46
11682	32
11683	44
11684	27
11685	29
11686	29
11687	27
11688	22
11689	47
1169	38
11690	42
11691	21
11692	41
11693	45
11694	18
11695	40
11696	46
11697	25
11698	33
11699	25
117	51
1170	33
11700	37
11701	36
11702	15
11703	32
11704	45
11705	29
11706	22
11707	38
11708	47
11709	21
1171	40
11710	36
11711	37
11712	29
11713	49
11714	38
11715	40
11716	24
11717	32
11718	37
11719	43
1172	38
11720	22
11721	42
11722	30
11723	35
11724	27
11725	11
11726	49
11727	49
11728	33
11729	15
1173	19
11730	29
11731	43
11732	24
11733	20
11734	21
11735	32
11736	20
11737	20
11738	34
11739	45
1174	32
11740	45
11741	28
11742	42
11743	29
11744	30
11745	22
11746	29
11747	49
11748	31
11749	30
1175	40
11750	43
11751	19
11752	41
11753	30
11754	30
11755	30
11756	35
11757	32
11758	40
11759	43
1176	45
11760	24
11761	15
11762	29
11763	35
11764	35
11765	29
11766	13
11767	48
11768	39
11769	35
1177	32
11770	20
11771	60
11772	27
11773	30
11774	39
11775	12
11776	26
11777	25
11778	27
11779	29
1178	29
11780	41
11781	34
11782	10
11783	21
11784	22
11785	25
11786	31
11787	52
11788	36
11789	29
1179	10
11790	29
11791	33
11792	34
11793	20
11794	26
11795	34
11796	26
11797	43
11798	40
11799	33
118	25
1180	23
11800	30
11801	27
11802	22
11803	14
11804	33
11805	25
11806	25
11807	60
11808	31
11809	37
1181	42
11810	39
11811	28
11812	48
11813	28
11814	27
11815	18
11816	27
11817	43
11818	30
11819	18
1182	20
11820	12
11821	39
11822	48
11823	34
11824	32
11825	26
11826	36
11827	27
11828	20
11829	42
1183	39
11830	36
11831	27
11832	10
11833	29
11834	20
11835	21
11836	16
11837	37
11838	23
11839	26
1184	38
11840	21
11841	31
11842	19
11843	38
11844	38
11845	16
11846	22
11847	45
11848	31
11849	30
1185	40
11850	48
11851	30
11852	34
11853	27
11854	10
11855	13
11856	34
11857	38
11858	25
11859	12
1186	18
11860	27
11861	38
11862	35
11863	19
11864	31
11865	66
11866	35
11867	25
11868	32
11869	32
1187	35
11870	29
11871	61
11872	28
11873	51
11874	34
11875	17
11876	39
11877	27
11878	36
11879	26
1188	29
11880	51
11881	37
11882	39
11883	31
11884	39
11885	20
11886	34
11887	40
11888	33
11889	44
1189	23
11890	26
11891	23
11892	32
11893	33
11894	33
11895	34
11896	40
11897	17
11898	42
11899	35
119	32
1190	23
11900	26
11901	25
11902	42
11903	33
11904	23
11905	36
11906	22
11907	40
11908	24
11909	57
1191	26
11910	26
11911	33
11912	38
11913	18
11914	21
11915	18
11916	39
11917	20
11918	18
11919	43
1192	41
11920	34
11921	26
11922	33
11923	23
11924	20
11925	20
11926	39
11927	37
11928	23
11929	25
1193	21
11930	22
11931	19
11932	31
11933	22
11934	41
11935	35
11936	40
11937	31
11938	36
11939	54
1194	22
11940	33
11941	38
11942	15
11943	39
11944	27
11945	21
11946	35
11947	28
11948	23
11949	24
1195	29
11950	19
11951	36
11952	19
11953	54
11954	21
11955	25
11956	38
11957	23
11958	18
11959	20
1196	37
11960	37
11961	30
11962	30
11963	24
11964	22
11965	37
11966	28
11967	50
11968	62
11969	42
1197	13
11970	29
11971	21
11972	27
11973	49
11974	33
11975	39
11976	37
11977	36
11978	6
11979	27
1198	24
11980	29
11981	33
11982	44
11983	11
11984	45
11985	38
11986	26
11987	46
11988	21
11989	37
1199	55
11990	25
11991	43
11992	34
11993	39
11994	28
11995	12
11996	31
11997	26
11998	34
11999	36
12	10
120	52
1200	17
12000	37
12001	21
12002	22
12003	27
12004	25
12005	46
12006	23
12007	30
12008	20
12009	39
1201	24
12010	26
12011	22
12012	31
12013	44
12014	32
12015	47
12016	36
12017	23
12018	33
12019	41
1202	30
12020	25
12021	40
12022	12
12023	28
12024	19
12025	36
12026	27
12027	38
12028	36
12029	41
1203	31
12030	32
12031	21
12032	27
12033	30
12034	16
12035	30
12036	26
12037	33
12038	34
12039	36
1204	12
12040	16
12041	29
12042	37
12043	35
12044	19
12045	46
12046	28
12047	29
12048	27
12049	19
1205	35
12050	43
12051	42
12052	31
12053	34
12054	34
12055	36
12056	30
12057	41
12058	29
12059	28
1206	22
12060	28
12061	34
12062	36
12063	33
12064	28
12065	32
12066	23
12067	36
12068	37
12069	23
1207	32
12070	32
12071	31
12072	30
12073	21
12074	30
12075	22
12076	31
12077	31
12078	19
12079	34
1208	37
12080	45
12081	30
12082	16
12083	26
12084	26
12085	41
12086	32
12087	18
12088	42
12089	35
1209	25
12090	22
12091	50
12092	38
12093	30
12094	38
12095	26
12096	33
12097	35
12098	26
12099	18
121	36
1210	32
12100	27
12101	18
12102	38
12103	29
12104	34
12105	24
12106	36
12107	20
12108	18
12109	17
1211	18
12110	33
12111	34
12112	24
12113	23
12114	34
12115	38
12116	17
12117	59
12118	48
12119	20
1212	24
12120	28
12121	33
12122	28
12123	27
12124	45
12125	30
12126	14
12127	29
12128	25
12129	36
1213	55
12130	34
12131	15
12132	30
12133	30
12134	43
12135	30
12136	27
12137	25
12138	52
12139	27
1214	38
12140	26
12141	22
12142	18
12143	57
12144	31
12145	29
12146	33
12147	22
12148	35
12149	33
1215	26
12150	26
12151	24
12152	24
12153	25
12154	24
12155	25
12156	25
12157	30
12158	32
12159	27
1216	38
12160	34
12161	24
12162	27
12163	31
12164	29
12165	26
12166	12
12167	33
12168	29
12169	29
1217	26
12170	41
12171	22
12172	33
12173	38
12174	38
12175	42
12176	34
12177	37
12178	38
12179	43
1218	38
12180	8
12181	30
12182	28
12183	15
12184	31
12185	35
12186	24
12187	24
12188	44
12189	33
1219	27
12190	44
12191	18
12192	28
12193	34
12194	39
12195	19
12196	38
12197	21
12198	30
12199	39
122	42
1220	29
12200	30
12201	22
12202	41
12203	35
12204	45
12205	35
12206	37
12207	35
12208	26
12209	12
1221	24
12210	47
12211	40
12212	29
12213	18
12214	25
12215	39
12216	32
12217	52
12218	22
12219	38
1222	27
12220	43
12221	28
12222	13
12223	43
12224	45
12225	28
12226	23
12227	18
12228	21
12229	30
1223	40
12230	49
12231	37
12232	40
12233	46
12234	34
12235	29
12236	35
12237	23
12238	45
12239	23
1224	29
12240	26
12241	32
12242	20
12243	37
12244	22
12245	28
12246	19
12247	36
12248	32
12249	15
1225	25
12250	29
12251	23
12252	29
12253	44
12254	18
12255	33
12256	40
12257	42
12258	27
12259	25
1226	28
12260	25
12261	43
12262	43
12263	33
12264	9
12265	24
12266	23
12267	24
12268	19
12269	28
1227	32
12270	19
12271	36
12272	39
12273	34
12274	33
12275	37
12276	24
12277	34
12278	20
12279	31
1228	22
12280	24
12281	25
12282	36
12283	30
12284	31
12285	35
12286	28
12287	18
12288	40
12289	25
1229	42
12290	20
12291	20
12292	39
12293	28
12294	45
12295	40
12296	36
12297	28
12298	27
12299	28
123	35
1230	37
12300	23
12301	23
12302	22
12303	36
12304	22
12305	47
12306	43
12307	34
12308	24
12309	29
1231	40
12310	35
12311	26
12312	19
12313	29
12314	26
12315	34
12316	22
12317	28
12318	40
12319	53
1232	24
12320	34
12321	12
12322	18
12323	22
12324	32
12325	22
12326	51
12327	24
12328	27
12329	38
1233	43
12330	30
12331	28
12332	40
12333	33
12334	28
12335	34
12336	24
12337	15
12338	17
12339	22
1234	28
12340	28
12341	32
12342	45
12343	24
12344	35
12345	24
12346	27
12347	21
12348	29
12349	29
1235	45
12350	27
12351	42
12352	38
12353	37
12354	49
12355	29
12356	36
12357	10
12358	51
12359	30
1236	39
12360	33
12361	27
12362	28
12363	16
12364	35
12365	49
12366	35
12367	33
12368	29
12369	21
1237	34
12370	31
12371	31
12372	44
12373	29
12374	21
12375	32
12376	33
12377	34
12378	41
12379	24
1238	26
12380	45
12381	44
12382	51
12383	32
12384	30
12385	29
12386	35
12387	23
12388	47
12389	25
1239	30
12390	41
12391	25
12392	44
12393	37
12394	27
12395	28
12396	30
12397	44
12398	42
12399	28
124	31
1240	42
12400	52
12401	32
12402	37
12403	34
12404	46
12405	36
12406	43
12407	33
12408	38
12409	34
1241	55
12410	15
12411	30
12412	30
12413	27
12414	24
12415	36
12416	26
12417	26
12418	39
12419	32
1242	48
12420	38
12421	14
12422	37
12423	31
12424	28
12425	35
12426	28
12427	23
12428	11
12429	36
1243	14
12430	34
12431	44
12432	34
12433	27
12434	39
12435	42
12436	27
12437	23
12438	29
12439	15
1244	30
12440	30
12441	33
12442	31
12443	21
12444	23
12445	24
12446	31
12447	27
12448	23
12449	34
1245	31
12450	32
12451	31
12452	27
12453	33
12454	28
12455	26
12456	17
12457	22
12458	14
12459	45
1246	21
12460	32
12461	30
12462	34
12463	21
12464	21
12465	32
12466	30
12467	22
12468	26
12469	42
1247	28
12470	33
12471	34
12472	16
12473	40
12474	37
12475	22
12476	18
12477	16
12478	34
12479	25
1248	13
12480	39
12481	36
12482	11
12483	23
12484	21
12485	54
12486	39
12487	15
12488	19
12489	32
1249	22
12490	41
12491	37
12492	46
12493	35
12494	13
12495	26
12496	35
12497	17
12498	36
12499	30
125	33
1250	14
12500	25
12501	31
12502	25
12503	30
12504	19
12505	28
12506	31
12507	25
12508	31
12509	47
1251	37
12510	46
12511	28
12512	23
12513	25
12514	56
12515	12
12516	34
12517	37
12518	36
12519	38
1252	25
12520	41
